filename,file_path,true_class,predicted_class,confidence,error_type
44965k438.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k438.graphml,Ironbar_like,Nuts,0.9264354705810547,Ironbar_like → Nuts
exammodelsankuranubhav7.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav7.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
exammodelsankuranubhav3.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav3.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
raipipemodel5.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel5.graphml,Ironbar_like,Nuts,0.7221950888633728,Ironbar_like → Nuts
44965k439.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k439.graphml,Ironbar_like,Nuts,0.9583919048309326,Ironbar_like → Nuts
raipipemodel7.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel7.graphml,Ironbar_like,Nuts,0.6856593489646912,Ironbar_like → Nuts
exammodelsankuranubhav6.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav6.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
44965k434.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k434.graphml,Ironbar_like,Nuts,0.53043133020401,Ironbar_like → Nuts
exammodelsankuranubhav2.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav2.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
exammodelsankuranubhav9.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav9.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
44965k436.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k436.graphml,Ironbar_like,Nuts,0.7220580577850342,Ironbar_like → Nuts
raipipemodel6.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel6.graphml,Ironbar_like,Nuts,0.7198565006256104,Ironbar_like → Nuts
raipipemodel4.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel4.graphml,Ironbar_like,Nuts,0.7051318883895874,Ironbar_like → Nuts
exammodelsankuranubhav1.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav1.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
exammodelsankuranubhav4.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav4.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
raipipemodel2.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel2.graphml,Ironbar_like,Nuts,0.6519876718521118,Ironbar_like → Nuts
raipipemodel1.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel1.graphml,Ironbar_like,Nuts,0.632229745388031,Ironbar_like → Nuts
exammodelsankuranubhav5.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav5.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
raipipemodel3.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel3.graphml,Ironbar_like,Nuts,0.6942809820175171,Ironbar_like → Nuts
exammodelsankuranubhav0.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav0.graphml,Ironbar_like,Screw_like,0.7372569441795349,Ironbar_like → Screw_like
44965k440.graphml,../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k440.graphml,Ironbar_like,Nuts,0.9782108664512634,Ironbar_like → Nuts
