file_path,filename,predicted_class,predicted_label,confidence,true_class,true_label,correct,prob_Bearings,prob_Bolts,prob_Brackets,prob_Bushings,prob_Gears,prob_Hex_head_screw,prob_Hinges,prob_Ironbar,prob_Nuts,prob_O_rings,prob_Pipes,prob_Shafts,prob_Slotted_head_screw,prob_Socket_head_screw,prob_Sprockets,prob_Washers
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k438.graphml,44965k438.graphml,Nuts,8,0.6321203708648682,Pipes,10,False,0.01278527919203043,0.005980393383651972,0.009110408835113049,0.00243722228333354,0.0025540089700371027,0.005003860220313072,0.009810046292841434,0.2896513044834137,0.6321203708648682,0.0035735394340008497,0.0008683630730956793,0.0035962348338216543,0.004521762486547232,0.0032811739947646856,0.012038316577672958,0.002667677355930209
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav7.graphml,exammodelsankuranubhav7.graphml,Nuts,8,0.6399560570716858,Pipes,10,False,0.017400529235601425,0.021858397871255875,0.017636317759752274,0.01865496300160885,0.03634073957800865,0.030811268836259842,0.019518766552209854,0.021899748593568802,0.6399560570716858,0.011679405346512794,0.024842189624905586,0.024035027250647545,0.02024894207715988,0.05132715776562691,0.020284460857510567,0.02350606396794319
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart2.graphml,mpraopart2.graphml,Bushings,3,0.8924952149391174,Pipes,10,False,0.006730427499860525,0.006896944250911474,0.009295212104916573,0.8924952149391174,0.007298789452761412,0.007028793916106224,0.006906092632561922,0.00694315368309617,0.007689394988119602,0.006788424216210842,0.007253436837345362,0.006968019064515829,0.0071290950290858746,0.007036248221993446,0.006798686925321817,0.0067419009283185005
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav3.graphml,exammodelsankuranubhav3.graphml,Nuts,8,0.6399561762809753,Pipes,10,False,0.01740051992237568,0.02185838483273983,0.017636308446526527,0.018654946237802505,0.03634072467684746,0.0308112483471632,0.019518759101629257,0.021899735555052757,0.6399561762809753,0.011679400689899921,0.02484217658638954,0.0240350179374218,0.020248934626579285,0.05132713168859482,0.020284457132220268,0.023506050929427147
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart7.graphml,mpraopart7.graphml,Bushings,3,0.8214273452758789,Pipes,10,False,0.009431825950741768,0.01122762355953455,0.01330206636339426,0.8214273452758789,0.013278459198772907,0.012239019386470318,0.010476039722561836,0.011485769413411617,0.013190865516662598,0.012044969946146011,0.015366231091320515,0.011878987774252892,0.010852886363863945,0.011813688091933727,0.00979236513376236,0.012191944755613804
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel5.graphml,raipipemodel5.graphml,Nuts,8,0.7898352742195129,Pipes,10,False,0.004108732100576162,0.0007024782244116068,0.0025553617160767317,0.0001812874834286049,0.00018929965153802186,0.0003806787426583469,0.0017697224393486977,3.464977635303512e-05,0.7898352742195129,7.716372783761472e-05,7.783150977047626e-06,0.00047821959014981985,0.19451823830604553,0.0003745410649571568,0.004701811354607344,8.463292033411562e-05
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k439.graphml,44965k439.graphml,Ironbar,7,0.5666365027427673,Pipes,10,False,0.009818361140787601,0.004076879005879164,0.0058377934619784355,0.001607872429303825,0.0015650594141334295,0.003204434411600232,0.0071855755522847176,0.5666365027427673,0.37870270013809204,0.0023717035073786974,0.000504550349432975,0.0015855495585128665,0.004198169801384211,0.002106907544657588,0.008964682929217815,0.001633331412449479
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel7.graphml,raipipemodel7.graphml,Nuts,8,0.9472392797470093,Pipes,10,False,0.0038606079760938883,0.0011159857967868447,0.0014518739189952612,0.0003619492636062205,0.00034954672446474433,0.0007697828114032745,0.0023184046149253845,1.0316831321688369e-05,0.9472392797470093,0.0001664325245656073,1.7908323570736684e-05,0.0031520649790763855,0.03295506164431572,0.00051323720254004,0.00551978312432766,0.0001976661296794191
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav6.graphml,exammodelsankuranubhav6.graphml,Nuts,8,0.6399560570716858,Pipes,10,False,0.017400529235601425,0.021858397871255875,0.017636317759752274,0.01865496300160885,0.03634073957800865,0.03081127628684044,0.019518766552209854,0.02189975045621395,0.6399560570716858,0.011679405346512794,0.024842189624905586,0.024035032838582993,0.02024894952774048,0.05132715776562691,0.020284466445446014,0.02350606396794319
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k434.graphml,44965k434.graphml,Nuts,8,0.9518648386001587,Pipes,10,False,0.0043868557550013065,0.0035036574117839336,0.00578131340444088,0.001958100590854883,0.0024015086237341166,0.003636761801317334,0.004248121287673712,0.0009021649602800608,0.9518648386001587,0.0023236440028995275,0.0009660765063017607,0.00745199853554368,0.000853888806886971,0.002111943205818534,0.005214998032897711,0.0023940594401210546
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav2.graphml,exammodelsankuranubhav2.graphml,Nuts,8,0.6399560570716858,Pipes,10,False,0.017400529235601425,0.021858397871255875,0.017636317759752274,0.01865496300160885,0.03634073957800865,0.030811268836259842,0.019518766552209854,0.021899748593568802,0.6399560570716858,0.011679405346512794,0.024842189624905586,0.024035027250647545,0.02024894207715988,0.05132715776562691,0.020284460857510567,0.02350606396794319
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart0.graphml,mpraopart0.graphml,Bushings,3,0.8833383917808533,Pipes,10,False,0.007116601802408695,0.007466531358659267,0.009861007332801819,0.8833383917808533,0.00804085098206997,0.007690236903727055,0.007393890060484409,0.007535559590905905,0.008393274620175362,0.007449248805642128,0.008184497244656086,0.007598403375595808,0.007636913564056158,0.0076544201001524925,0.007219838909804821,0.00742033775895834
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav9.graphml,exammodelsankuranubhav9.graphml,Nuts,8,0.6399560570716858,Pipes,10,False,0.017400529235601425,0.021858397871255875,0.017636317759752274,0.01865496300160885,0.03634073957800865,0.030811268836259842,0.019518766552209854,0.021899748593568802,0.6399560570716858,0.011679405346512794,0.024842189624905586,0.024035027250647545,0.02024894207715988,0.05132715776562691,0.020284460857510567,0.02350606396794319
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k436.graphml,44965k436.graphml,Nuts,8,0.9022292494773865,Pipes,10,False,0.00976425688713789,0.006016567815095186,0.010800864547491074,0.002703350502997637,0.00310039846226573,0.005628061015158892,0.00823657214641571,0.018045417964458466,0.9022292494773865,0.0036353454925119877,0.0011615136172622442,0.009675915353000164,0.0019497397588565946,0.003525263862684369,0.010168701410293579,0.0033588167279958725
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel6.graphml,raipipemodel6.graphml,Nuts,8,0.8813037872314453,Pipes,10,False,0.004551400896161795,0.0010374817065894604,0.0019505633972585201,0.00030379847157746553,0.00029847960104234517,0.0006384754669852555,0.0023634277749806643,1.7191267033922486e-05,0.8813037872314453,0.00013069268607068807,1.3194672646932304e-05,0.0018200956983491778,0.09893618524074554,0.0005072201020084321,0.005978339817374945,0.0001496882177889347
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel4.graphml,raipipemodel4.graphml,Nuts,8,0.7360638976097107,Pipes,10,False,0.0038849960546940565,0.0005857394426129758,0.003052374115213752,0.000140967735205777,0.00015413007349707186,0.0002978489501401782,0.0015441079158335924,4.744559555547312e-05,0.7360638976097107,6.083467087591998e-05,6.233415660972241e-06,0.00023845805844757706,0.24934260547161102,0.00032491839374415576,0.0041898153722286224,6.5603744587861e-05
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav1.graphml,exammodelsankuranubhav1.graphml,Nuts,8,0.6399560570716858,Pipes,10,False,0.017400529235601425,0.021858397871255875,0.017636317759752274,0.01865496300160885,0.03634073957800865,0.030811268836259842,0.019518766552209854,0.021899748593568802,0.6399560570716858,0.011679405346512794,0.024842189624905586,0.024035027250647545,0.02024894207715988,0.05132715776562691,0.020284460857510567,0.02350606396794319
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k431.graphml,44965k431.graphml,Nuts,8,0.934429407119751,Pipes,10,False,0.005976002663373947,0.005214768927544355,0.006786322686821222,0.0032117515802383423,0.00383943528868258,0.004964328370988369,0.00569710461422801,0.00022908227401785553,0.934429407119751,0.0027383535634726286,0.0013467868557199836,0.006465526297688484,0.004141904879361391,0.003167180810123682,0.008594970218837261,0.0031970832496881485
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav4.graphml,exammodelsankuranubhav4.graphml,Nuts,8,0.6399560570716858,Pipes,10,False,0.017400529235601425,0.021858397871255875,0.017636317759752274,0.01865496300160885,0.03634073957800865,0.030811268836259842,0.019518766552209854,0.021899748593568802,0.6399560570716858,0.011679405346512794,0.024842189624905586,0.024035032838582993,0.02024894207715988,0.05132715776562691,0.020284460857510567,0.02350606396794319
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel2.graphml,raipipemodel2.graphml,Nuts,8,0.5636653304100037,Pipes,10,False,0.003550618188455701,0.00044449232518672943,0.003969206940382719,9.723262337502092e-05,0.00011362768418621272,0.00020626180048566312,0.0012648781994357705,7.977311906870455e-05,0.5636653304100037,4.2548097553662956e-05,4.527042165136663e-06,8.328764670295641e-05,0.42268070578575134,0.00026583229191601276,0.003487313399091363,4.437311872607097e-05
