file_path,filename,predicted_class,predicted_label,confidence,true_class,true_label,correct,prob_Bearings,prob_Brackets,prob_Hinges,prob_Ironbar_like,prob_Nuts,prob_Power_transmission,prob_Screw_like,prob_Toroidal_fastener
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k438.graphml,44965k438.graphml,Toroidal_fastener,7,0.9999992847442627,Ironbar_like,3,False,7.038197225028853e-08,2.85904349084376e-07,8.12200369182392e-08,2.126203726970921e-12,1.0646558301630193e-08,1.7534161145249527e-07,2.797968079448765e-08,0.9999992847442627
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav7.graphml,exammodelsankuranubhav7.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart2.graphml,mpraopart2.graphml,Toroidal_fastener,7,0.9979945421218872,Ironbar_like,3,False,0.000957012118306011,0.0002381816739216447,0.00012438946578186005,3.1079039786163776e-07,0.0001755894918460399,0.000221817143028602,0.00028810201911255717,0.9979945421218872
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav3.graphml,exammodelsankuranubhav3.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart7.graphml,mpraopart7.graphml,Toroidal_fastener,7,0.9908596873283386,Ironbar_like,3,False,0.004452628083527088,0.0009218003251589835,0.0002975867537315935,7.536444286415644e-07,0.0009073097025975585,0.0010168447624891996,0.0015433614607900381,0.9908596873283386
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel5.graphml,raipipemodel5.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,8.346259239289111e-10,7.283177533290441e-11,1.5308373457756375e-09,4.0469849693636206e-11,1.920405848232498e-11,1.6091641352744546e-09,2.0324074020972027e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k439.graphml,44965k439.graphml,Toroidal_fastener,7,0.9999991655349731,Ironbar_like,3,False,1.4307428841675573e-07,4.1229628777728067e-07,7.207604824088776e-08,3.4153411977884407e-13,1.2755585920842805e-08,1.971958027979781e-07,3.752716537519518e-08,0.9999991655349731
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel7.graphml,raipipemodel7.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,1.9747128376934597e-09,1.6486782772329178e-10,2.0864365790629336e-09,1.5333743389606136e-12,2.9244235505432314e-11,2.241726582141723e-09,2.7229366331149585e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav6.graphml,exammodelsankuranubhav6.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k434.graphml,44965k434.graphml,Toroidal_fastener,7,0.9999986886978149,Ironbar_like,3,False,9.150900837084919e-08,3.609385998970538e-07,3.31912815454416e-07,5.30510690932573e-10,2.7534060365042023e-08,4.768285464251676e-07,5.5860709835542366e-08,0.9999986886978149
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav2.graphml,exammodelsankuranubhav2.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart0.graphml,mpraopart0.graphml,Toroidal_fastener,7,0.9957171082496643,Ironbar_like,3,False,0.0023278137668967247,0.00034998502815142274,0.00027768939617089927,8.333159939866164e-07,0.00043462752364575863,0.00034214346669614315,0.0005497741512954235,0.9957171082496643
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav9.graphml,exammodelsankuranubhav9.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.01407128106802702,0.07595571875572205,0.4121535122394562,0.0006826620083302259,0.474772185087204,0.00776426587253809
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k436.graphml,44965k436.graphml,Toroidal_fastener,7,0.9999992847442627,Ironbar_like,3,False,5.996997032298168e-08,2.666533021056239e-07,1.525413608760573e-07,3.912047075171898e-11,1.477835098739888e-08,2.435691328628309e-07,3.391759051396548e-08,0.9999992847442627
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel6.graphml,raipipemodel6.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,1.4519961899495115e-09,1.1754357209792232e-10,1.7849709488260146e-09,4.864315547581377e-12,2.3393089548795487e-11,1.916408365332245e-09,2.3011136399131438e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel4.graphml,raipipemodel4.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,7.622829589770674e-10,6.307731420518436e-11,1.533716043056188e-09,1.0291674457096889e-10,1.8440379431772236e-11,1.590880871482625e-09,2.0633935532421432e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav1.graphml,exammodelsankuranubhav1.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k431.graphml,44965k431.graphml,Toroidal_fastener,7,0.9999964237213135,Ironbar_like,3,False,3.031868516245595e-07,7.078514840941352e-07,9.696640290712821e-07,6.9572778649273914e-09,8.156692388183728e-08,1.3595058589999098e-06,1.5220874161059328e-07,0.9999964237213135
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav4.graphml,exammodelsankuranubhav4.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel2.graphml,raipipemodel2.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,1.0598097954783725e-09,6.389257872774223e-11,1.8722612349364454e-09,3.5251151997428565e-10,2.06745922465279e-11,1.90891502604984e-09,2.555645972623921e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel1.graphml,raipipemodel1.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,1.3392397191225314e-09,6.906630822811621e-11,2.1308814712739377e-09,5.264341185196031e-10,2.2819740888579965e-11,2.155884581966916e-09,2.926806366709833e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart5.graphml,mpraopart5.graphml,Toroidal_fastener,7,0.9987803101539612,Ironbar_like,3,False,0.0005135213141329587,0.00016999643412418664,6.288747681537643e-05,8.835011300334372e-08,0.00011271968833170831,0.00015204415831249207,0.00020834518363699317,0.9987803101539612
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav5.graphml,exammodelsankuranubhav5.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart6.graphml,mpraopart6.graphml,Toroidal_fastener,7,0.995528519153595,Ironbar_like,3,False,0.0021243621595203876,0.0004695993848145008,0.00015233102021738887,2.8958845632587327e-07,0.00044586905278265476,0.0005283307982608676,0.0007507895352318883,0.995528519153595
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart9.graphml,mpraopart9.graphml,Toroidal_fastener,7,0.7560134530067444,Ironbar_like,3,False,0.14745667576789856,0.014619184657931328,0.006498561706393957,0.0001606922160135582,0.021944833919405937,0.019032811746001244,0.03427379950881004,0.7560134530067444
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel3.graphml,raipipemodel3.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,9.132995471006211e-10,6.326600354711331e-11,1.7181882583372499e-09,2.0125152933037072e-10,1.980561201153641e-11,1.7597527879331665e-09,2.3364995702102043e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav0.graphml,exammodelsankuranubhav0.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k440.graphml,44965k440.graphml,Toroidal_fastener,7,0.9999977350234985,Ironbar_like,3,False,6.962430916246376e-07,1.0695237051550066e-06,7.180712913168463e-08,1.64576824526275e-14,2.2937765464803306e-08,3.2913894187913684e-07,8.190158951038029e-08,0.9999977350234985
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart4.graphml,mpraopart4.graphml,Toroidal_fastener,7,0.9982895255088806,Ironbar_like,3,False,0.0007847265806049109,0.00022082847135607153,9.374198270961642e-05,1.8466585061105434e-07,0.0001460545026930049,0.0002039423561654985,0.00026099730166606605,0.9982895255088806
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k433.graphml,44965k433.graphml,Toroidal_fastener,7,0.9999984502792358,Ironbar_like,3,False,1.006418415272492e-07,4.0086214880830084e-07,4.336974654961523e-07,1.483249301159617e-09,3.353654420834573e-08,6.107121635068324e-07,6.426228793543487e-08,0.9999984502792358
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/exammodelsankuranubhav8.graphml,exammodelsankuranubhav8.graphml,Screw_like,6,0.474772185087204,Ironbar_like,3,False,0.00735709723085165,0.007243312429636717,0.014071286655962467,0.07595568895339966,0.4121535122394562,0.0006826623575761914,0.474772185087204,0.007764268666505814
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart8.graphml,mpraopart8.graphml,Toroidal_fastener,7,0.9713365435600281,Ironbar_like,3,False,0.014465785585343838,0.0025780315045267344,0.0009084967314265668,4.4286302909313235e-06,0.0029259808361530304,0.003008253639563918,0.004772523883730173,0.9713365435600281
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart1.graphml,mpraopart1.graphml,Toroidal_fastener,7,0.9968873858451843,Ironbar_like,3,False,0.0016192593611776829,0.00029672286473214626,0.00019764626631513238,5.494586616805464e-07,0.0002957684628199786,0.00028607872081920505,0.0004165023856330663,0.9968873858451843
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k435.graphml,44965k435.graphml,Toroidal_fastener,7,0.9999990463256836,Ironbar_like,3,False,6.314126466122616e-08,2.828872709415009e-07,2.0030499570111715e-07,1.2365365675837126e-10,1.7434352628242777e-08,3.0413227136705245e-07,3.8091531706641035e-08,0.9999990463256836
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/raipipemodel0.graphml,raipipemodel0.graphml,Toroidal_fastener,7,1.0,Ironbar_like,3,False,1.7844534738742368e-09,8.077318675026035e-11,2.573404378480859e-09,7.27254756416329e-10,2.756042963292238e-11,2.6055919644107917e-09,3.58339954931175e-11,1.0
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/44965k432.graphml,44965k432.graphml,Toroidal_fastener,7,0.9999973773956299,Ironbar_like,3,False,1.8553016900568764e-07,5.56426186903991e-07,6.933757390470419e-07,4.099270256574528e-09,5.5084147021489116e-08,9.924601727107074e-07,1.012708210623714e-07,0.9999973773956299
../../dataset/Split/graph/testing_ood/Pipe_Fittings--pipes/mpraopart3.graphml,mpraopart3.graphml,Toroidal_fastener,7,0.9982194304466248,Ironbar_like,3,False,0.0008266671211458743,0.00022973028535488993,0.00010225368168903515,2.249364143835919e-07,0.0001479911443311721,0.00021080111037008464,0.00026293081464245915,0.9982194304466248
../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/82a10c03-3c75-479f-bd5d-731dd64b2957.graphml,82a10c03-3c75-479f-bd5d-731dd64b2957.graphml,Toroidal_fastener,7,0.9999421834945679,Screw_like,6,False,5.775950558017939e-05,3.1884210076915426e-16,3.516362751649314e-14,1.1237895361257417e-22,2.1482497016052422e-19,4.955799615488253e-15,8.48244601415568e-17,0.9999421834945679
